Greenhouse Id, Greenhouse Name, Sensor Name, Device Id, Sensor Id, Sensor Type, Value, Timestamp (UTC), Japan Timestamp (JST)
8a7e80865ecb9a3b015f6ba914680079,Sample,センサー１,TH1020039,630645,HD,13.471943,2018-01-13 10:30:50,2018-01-13 19:30:50
8a7e80865ecb9a3b015f6ba914680079,Sample,センサー１,TH1020039,630645,HD,13.4526205,2018-01-13 10:40:50,2018-01-13 19:40:50
8a7e80865ecb9a3b015f6ba914680079,Sample,センサー１,TH1020039,630645,HD,13.426797,2018-01-13 10:50:51,2018-01-13 19:50:51
8a7e80865ecb9a3b015f6ba914680079,Sample,センサー１,TH1020039,630645,HD,13.399455,2018-01-13 11:00:51,2018-01-13 20:00:51
8a7e80865ecb9a3b015f6ba914680079,Sample,センサー１,TH1020039,630645,HD,13.3588505,2018-01-13 11:10:50,2018-01-13 20:10:50
8a7e80865ecb9a3b015f6ba914680079,Sample,センサー１,TH1020039,630645,HD,13.318669,2018-01-13 11:20:50,2018-01-13 20:20:50
8a7e80865ecb9a3b015f6ba914680079,Sample,センサー１,TH1020039,630645,HD,13.222177,2018-01-13 11:30:50,2018-01-13 20:30:50
8a7e80865ecb9a3b015f6ba914680079,Sample,センサー１,TH1020039,630645,HD,13.144497,2018-01-13 11:40:50,2018-01-13 20:40:50
8a7e80865ecb9a3b015f6ba914680079,Sample,センサー１,TH1020039,630645,HD,13.1986265,2018-01-13 11:50:51,2018-01-13 20:50:51
8a7e80865ecb9a3b015f6ba914680079,Sample,センサー１,TH1020039,630645,HD,13.209982,2018-01-13 12:00:51,2018-01-13 21:00:51
8a7e80865ecb9a3b015f6ba914680079,Sample,センサー１,TH1020039,630645,HD,13.239095,2018-01-13 12:10:50,2018-01-13 21:10:50
8a7e80865ecb9a3b015f6ba914680079,Sample,センサー１,TH1020039,630645,HD,13.236131,2018-01-13 12:20:50,2018-01-13 21:20:50
8a7e80865ecb9a3b015f6ba914680079,Sample,センサー１,TH1020039,630645,HD,13.2499895,2018-01-13 12:30:51,2018-01-13 21:30:51
